26,307,0.7714271545410156
90,309,0.8997365236282349
109,251,0.8010281324386597
77,259,0.730476438999176
103,218,0.6721979975700378
35,253,0.991237998008728
98,241,0.7645092010498047
6,224,0.9982686638832092
99,317,0.9435698986053467
60,237,0.6709853410720825
12,230,0.9681540727615356
23,263,0.8401240110397339
0,279,0.6697512865066528
87,313,0.7769101858139038
17,300,0.6441470384597778
45,302,0.7776031494140625
2,295,0.7136046886444092
97,286,0.6801596283912659
77,230,0.7817414999008179
97,244,0.7893654108047485
100,305,0.7273553013801575
21,274,0.7629302144050598
72,290,0.9486058950424194
76,238,0.6518567204475403
47,299,0.7917065620422363
0,301,0.6052954792976379
53,307,0.7105662822723389
47,289,0.8216402530670166
89,314,0.7447611093521118
39,257,0.9817259907722473
59,236,0.7119460105895996
72,321,0.7260082960128784
9,290,0.7882712483406067
59,256,0.8319673538208008
76,294,0.8885827660560608
16,276,0.7338634133338928
84,227,0.8060365915298462
46,305,0.776355504989624
73,291,0.9097881317138672
51,244,0.849518895149231
91,308,0.941844642162323
84,289,0.77308189868927
100,291,0.6667965054512024
99,274,0.8182756900787354
40,303,0.7451848387718201
56,283,0.8746286034584045
37,255,0.9723219871520996
108,283,0.7942256331443787
35,265,0.8747944831848145
89,309,0.9123249650001526
90,308,0.9703280329704285
3,283,0.7359052896499634
98,256,0.7969046831130981
89,288,0.6681095957756042
70,322,0.6825040578842163
47,265,0.9620621204376221
45,241,0.8341196775436401
110,308,0.8737221956253052
63,290,0.6808018684387207
16,280,0.677521288394928
105,236,0.7615509629249573
105,261,0.8140031099319458
85,221,0.7512599229812622
34,273,0.8515070676803589
76,249,0.7416776418685913
63,233,0.6764645576477051
