617,37,0.5851200222969055
1062,111,0.3634719252586365
614,1138,0.36590516567230225
981,243,0.8594657182693481
616,887,0.818839430809021
877,479,0.6673706769943237
605,104,0.4481351673603058
278,1084,0.44659894704818726
989,591,0.816683292388916
449,1162,0.4297114312648773
805,1186,0.3963489532470703
834,869,0.5961675643920898
647,1197,0.6707977056503296
870,633,0.24340547621250153
721,441,0.7199479937553406
147,199,0.6184947490692139
687,1070,0.8232853412628174
526,146,0.7909601926803589
625,92,0.4792516827583313
194,458,0.6544294357299805
870,1235,0.5504048466682434
377,84,0.6272871494293213
819,382,0.7606474161148071
831,1073,0.4371100664138794
660,1177,0.7574304342269897
1030,1136,0.47454798221588135
804,427,0.6009678840637207
194,1130,0.6975781917572021
4,87,0.7585771083831787
832,540,0.7003893852233887
787,380,0.7828059792518616
99,483,0.49509555101394653
608,71,0.7802108526229858
390,1204,0.5718098282814026
677,27,0.7562351226806641
549,611,0.5469928979873657
723,92,0.6556159853935242
180,1288,0.8787640333175659
714,777,0.6983821988105774
358,37,0.6283436417579651
587,1159,0.4377461373806
973,1110,0.28547564148902893
587,1065,0.8050907254219055
185,1269,0.7787145376205444
496,816,0.4552147090435028
348,512,0.7437926530838013
258,841,0.8026529550552368
5,218,0.42141690850257874
623,405,0.7706775665283203
390,1221,0.5100425481796265
626,0,0.7434651851654053
416,103,0.9029003381729126
313,119,0.7180848121643066
870,635,0.5525748133659363
376,2,0.6107476353645325
623,762,0.7543917298316956
414,962,0.32438141107559204
750,390,0.4271283447742462
348,977,0.6036779284477234
841,792,0.9359164237976074
265,1078,0.4863438606262207
281,49,0.6765192151069641
859,381,0.37480100989341736
669,196,0.293728768825531
377,513,0.5859093070030212
679,968,0.6688634753227234
441,1215,0.7448484301567078
93,1172,0.47238314151763916
774,178,0.3733639121055603
576,1183,0.3146691918373108
725,93,0.6347304582595825
1081,325,0.9651836156845093
38,786,0.8712817430496216
173,103,0.83806312084198
223,820,0.3452857732772827
224,253,0.5012942552566528
842,534,0.8639718294143677
368,1111,0.47250521183013916
874,750,0.7982075214385986
464,77,0.8822019100189209
156,161,0.6242047548294067
630,477,0.4195041060447693
586,570,0.6382891535758972
186,862,0.8600238561630249
508,421,0.5131452083587646
857,521,0.6477013826370239
155,164,0.6535905599594116
261,279,0.5865547060966492
530,854,0.5682056546211243
982,305,0.34781986474990845
993,517,0.32935279607772827
64,116,0.5220000743865967
129,1079,0.38502219319343567
312,843,0.8670831918716431
497,509,0.3805720806121826
718,235,0.4755445122718811
348,258,0.47876983880996704
573,1081,0.7483314275741577
521,1215,0.8532326221466064
601,163,0.6192787885665894
551,1258,0.613763689994812
311,134,0.3861338496208191
1049,361,0.9272292852401733
340,657,0.4242091178894043
308,122,0.8132020235061646
667,45,0.6794852018356323
778,417,0.826904296875
654,512,0.6244907379150391
581,17,0.6391503810882568
402,462,0.6080108880996704
160,854,0.5958302617073059
660,1272,0.7585668563842773
318,505,0.5016088485717773
397,466,0.6235312819480896
625,1001,0.5819556713104248
52,821,0.7307326793670654
386,75,0.6604273915290833
702,1285,0.4654272794723511
619,525,0.7362694144248962
274,163,0.640488862991333
199,406,0.608494222164154
287,45,0.7201127409934998
376,499,0.572784423828125
500,1186,0.6832358837127686
329,563,0.46166881918907166
601,854,0.7232082486152649
346,84,0.6182073354721069
719,1209,0.415618360042572
558,260,0.9076166152954102
226,1250,0.7186537981033325
195,1214,0.8448314666748047
152,47,0.5510349273681641
239,427,0.5181005001068115
859,390,0.4150339961051941
650,568,0.7249223589897156
999,573,0.774507999420166
347,837,0.7413837313652039
558,1098,0.842725396156311
647,484,0.5309150815010071
1112,959,0.5106353759765625
315,968,0.7133889198303223
616,502,0.42304763197898865
927,1088,0.4160729646682739
19,37,0.6238864064216614
392,253,0.6587603688240051
248,886,0.7981479167938232
647,130,0.5586477518081665
380,429,0.6109519600868225
540,573,0.37695884704589844
423,163,0.62932288646698
735,1059,0.78670334815979
465,457,0.5662736892700195
283,1006,0.7947583198547363
19,87,0.6858189702033997
293,622,0.37307244539260864
251,581,0.847047746181488
381,588,0.24407438933849335
160,505,0.508041501045227
436,66,0.853435218334198
350,977,0.6107742786407471
106,1130,0.3784406781196594
169,456,0.4553205966949463
23,87,0.5781520009040833
822,790,0.660284698009491
509,779,0.5353514552116394
336,65,0.6796359419822693
