574,443,0.6761512756347656
256,724,0.794864296913147
575,585,0.8335927724838257
562,723,0.7232348918914795
229,321,0.7644312977790833
27,72,0.578324556350708
37,798,0.6635034084320068
476,401,0.6209076642990112
831,448,0.4407072067260742
487,992,0.7660792469978333
586,131,0.6972609758377075
497,1057,0.8226853609085083
329,57,0.7427366971969604
934,1029,0.9357956647872925
554,436,0.5499147176742554
292,1050,0.6072520017623901
269,109,0.8331058621406555
664,633,0.7620016932487488
532,753,0.7467342615127563
411,645,0.8081868290901184
66,423,0.5761768221855164
164,74,0.6740744113922119
109,83,0.723617672920227
890,540,0.7521021962165833
656,999,0.44617557525634766
610,730,0.7290529012680054
115,158,0.7805011868476868
194,813,0.5104076266288757
495,573,0.7169255614280701
350,786,0.19326654076576233
540,810,0.4175158739089966
563,913,0.6661154627799988
623,588,0.8095709085464478
417,295,0.7298436164855957
471,684,0.8271951675415039
370,936,0.677205502986908
476,582,0.7154848575592041
677,643,0.49591755867004395
794,150,0.22800025343894958
44,848,0.6225123405456543
786,311,0.7969098091125488
713,42,0.4439350962638855
210,325,0.6868283748626709
316,650,0.6848443150520325
283,532,0.7101548314094543
597,291,0.6644079685211182
486,152,0.5323764085769653
269,345,0.794466495513916
445,630,0.7352652549743652
584,668,0.8527966737747192
731,778,0.47772055864334106
712,787,0.7251164317131042
401,242,0.6891170144081116
1034,381,0.5365866422653198
534,636,0.7271313667297363
630,886,0.6777951121330261
574,629,0.7480972409248352
848,825,0.8437987565994263
168,192,0.48955634236335754
400,724,0.7500754594802856
267,340,0.7632745504379272
416,395,0.6937751173973083
486,661,0.6778532862663269
211,877,0.6795812249183655
226,415,0.7885510921478271
462,110,0.7210073471069336
555,614,0.7602320909500122
596,1012,0.8472082614898682
563,763,0.6714091300964355
584,746,0.8293282985687256
482,846,0.7653169631958008
237,901,0.4562312364578247
364,60,0.6680095791816711
250,637,0.6972708702087402
476,414,0.5988205075263977
188,185,0.42782557010650635
625,759,0.6162729263305664
480,926,0.8234208822250366
854,813,0.3288199305534363
544,831,0.7852015495300293
638,1083,0.6607374548912048
594,769,0.44303828477859497
495,588,0.7127887606620789
552,597,0.742817759513855
422,203,0.6391127109527588
522,535,0.7386778593063354
479,584,0.6598865985870361
482,736,0.6462192535400391
49,225,0.7149192094802856
65,71,0.6975420713424683
547,595,0.7206842303276062
447,74,0.5952438712120056
383,55,0.28674963116645813
